Date,King,Pierce,Snohomish,Yakima,Adams,Asotin,Benton,Chelan,Clallam,Clark,Columbia,Cowlitz,Douglas,Ferry,Franklin,Garfield,Grant,Grays_Harbor,Island,Jefferson,Kitsap,Kittitas,Klickitat,Lewis,Lincoln,Mason,Okanogan,Pacific,Pend_Oreille,San_Juan,Skagit,Skamania,Spokane,Stevens,Thurston,Wahkiakum,Walla_Walla,Whatcom,Whitman,Unassigned,New,Roll_avg
2/28,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
2/29,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
3/1,10,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,
3/2,14,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,
3/3,21,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,
3/4,31,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,
3/5,51,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,
3/6,58,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,
3/7,71,1,27,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,
3/8,83,4,31,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,14,35,
3/9,116,4,37,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,
3/10,190,16,54,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,105,
3/11,234,17,68,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,2,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,36,99,28
3/12,270,17,108,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,3,1,2,3,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,1,0,46,91,33
3/13,328,19,133,2,0,0,0,0,0,1,1,0,0,0,0,0,1,1,3,1,3,3,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,1,0,67,111,40
3/14,388,26,154,4,0,0,0,0,0,3,1,0,0,0,0,0,2,1,7,1,3,3,0,0,0,0,0,0,0,0,4,0,3,0,3,0,0,2,0,39,76,46
3/15,420,29,176,4,0,0,0,0,0,3,1,0,0,0,0,0,2,1,6,3,3,3,0,0,1,0,0,0,0,0,4,0,3,0,3,0,0,3,0,104,125,54
3/16,488,38,200,4,0,0,0,0,0,4,1,0,0,0,0,0,3,1,7,3,7,3,0,1,1,0,0,0,0,0,7,0,3,0,4,0,0,3,0,126,135,63
3/17,518,45,254,5,0,0,0,2,0,4,1,0,0,0,0,0,7,1,14,3,7,3,1,1,1,0,0,0,0,0,9,0,4,0,5,0,0,6,0,70,57,67
3/18,562,56,310,7,0,0,0,2,0,4,1,0,0,0,1,0,8,1,16,4,9,4,1,1,1,1,0,0,0,0,14,0,4,0,6,0,0,7,0,167,226,82
3/19,693,75,348,7,0,0,1,2,1,4,1,0,0,0,2,0,8,1,17,4,12,4,2,1,1,1,0,0,0,0,18,0,9,0,6,0,0,7,0,151,189,93
3/20,793,83,385,10,0,0,2,2,1,6,1,1,0,0,2,0,8,1,19,4,12,4,2,1,1,1,0,0,0,0,25,0,11,0,6,0,0,10,0,133,148,103
3/21,934,95,447,13,0,0,7,3,2,9,1,2,0,0,2,0,11,1,19,4,15,4,4,2,1,1,0,0,0,1,28,0,16,1,9,0,0,14,0,147,269,121
3/22,1040,107,480,16,0,0,7,3,4,10,1,3,0,0,3,0,18,1,21,6,18,4,4,2,1,1,0,0,0,1,33,0,20,1,11,0,1,14,0,165,203,133
3/23,1170,126,519,25,1,0,7,6,4,13,1,3,1,0,3,0,23,1,25,7,18,5,4,2,1,1,0,0,0,1,45,0,29,1,11,0,1,48,2,117,225,147
3/24,1277,138,614,44,1,0,12,6,4,16,1,3,2,0,7,0,27,1,29,8,20,18,6,2,1,2,0,0,0,1,48,0,33,1,14,0,2,64,2,65,248,157
3/25,1359,155,634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,432,111,158
3/26,1577,186,778,61,3,0,19,10,5,48,1,7,5,1,7,0,33,1,64,11,33,8,7,5,1,2,1,0,0,2,78,0,67,2,24,0,2,86,3,69,627,196
3/27,1828,231,913,72,5,0,42,13,5,76,1,7,5,1,12,0,42,1,79,11,42,8,7,7,1,2,2,0,0,3,91,1,86,3,27,0,2,92,5,45,561,229
3/28,2161,288,1068,95,7,0,101,14,6,68,1,13,5,1,32,0,50,1,95,14,56,7,7,10,1,2,3,0,0,3,101,1,136,3,36,0,6,111,6,387,0,223
3/29,2235,307,1104,101,10,0,82,15,7,80,1,14,5,1,27,0,51,2,105,14,65,7,8,10,1,4,3,0,0,4,111,1,126,3,37,0,5,120,7,389,166,226
3/30,2366,334,1162,154,12,0,103,16,7,85,1,15,5,1,35,0,61,2,106,15,72,7,8,10,1,5,3,0,0,4,116,1,135,4,40,0,6,123,8,492,453,249
3/31,2468,352,1221,195,15,0,108,17,7,99,1,16,6,1,37,0,66,2,106,17,77,7,8,10,1,5,3,0,0,4,129,1,145,4,46,0,7,123,8,672,469,278
4/1,2609,368,1266,216,20,0,133,18,7,112,1,16,6,1,43,0,68,2,114,19,85,9,8,12,1,10,4,0,0,5,148,1,167,5,49,0,8,124,10,920,601,305
4/2,2711,433,1317,238,20,1,136,19,7,122,1,17,7,1,45,0,68,3,119,19,92,9,8,12,1,11,4,0,1,6,150,1,177,5,52,0,8,127,10,1008,381,319
4/3,2865,493,1398,281,23,2,147,22,7,131,1,17,10,1,49,0,74,3,121,20,95,9,8,12,1,12,7,0,1,7,158,1,188,5,57,1,9,129,10,1216,625,353
4/4,3158,536,1486,316,26,3,166,28,8,145,1,17,10,1,59,0,82,6,132,22,102,11,8,16,1,14,9,0,1,9,159,1,199,5,62,2,12,142,11,1018,393,362
4/5,3295,590,1522,346,26,4,172,29,8,154,1,17,10,1,64,0,85,6,133,25,108,12,10,16,1,15,9,0,1,9,162,2,203,5,66,2,14,183,12,1066,400,376
4/6,3460,644,1596,377,29,4,179,32,8,161,1,20,10,1,75,0,90,6,143,27,118,13,11,16,1,17,10,0,1,11,165,2,209,5,74,2,15,222,12,915,298,381
4/7,3668,759,1651,394,30,4,190,35,10,186,1,20,12,1,76,0,95,7,149,27,117,15,11,17,1,17,12,0,1,12,169,2,220,6,77,2,17,236,12,838,415,393
4/8,3884,808,1702,427,30,4,215,41,11,194,1,21,13,1,93,0,99,7,151,28,122,13,11,18,1,18,12,0,1,12,173,2,230,6,81,2,16,240,12,908,511,421
4/9,4047,831,1743,447,30,4,234,44,11,208,1,21,16,1,107,0,100,8,154,28,128,13,12,18,1,18,14,1,1,12,174,2,245,6,80,2,18,247,12,848,279,397
4/10,4241,884,1798,496,36,5,246,52,12,217,1,22,16,1,112,0,111,11,154,28,129,13,12,17,2,19,15,1,1,13,173,3,247,6,81,2,20,252,11,764,337,381
4/11,4422,898,1844,538,37,5,250,54,12,217,1,23,18,1,120,0,115,11,156,28,129,13,14,17,2,19,14,1,1,13,176,3,260,7,81,2,21,258,11,619,187,394
4/12,4517,931,1876,573,39,6,261,59,12,221,1,24,20,1,129,0,121,11,156,28,128,14,14,17,2,19,15,1,1,13,195,3,266,7,81,2,21,258,11,484,127,391
4/13,4612,963,1916,614,39,6,265,59,12,229,1,24,29,1,138,0,121,11,157,28,131,14,14,19,2,19,15,1,1,13,198,3,270,7,82,2,23,261,11,383,156,370
4/14,4676,988,1972,627,39,8,272,58,13,232,1,25,34,1,142,0,121,12,159,28,131,14,14,19,2,20,15,1,1,13,207,3,274,7,81,2,24,263,11,273,89,343
4/15,4796,1016,2020,667,39,10,284,62,15,242,1,26,32,1,156,0,128,12,158,28,132,14,16,19,2,21,14,1,1,13,213,3,282,7,86,2,26,262,11,334,369,326
4/16,4865,1031,2032,692,40,11,293,64,14,246,1,27,30,1,167,0,132,12,157,28,133,14,16,19,2,22,14,1,2,15,222,3,290,7,89,2,26,269,12,444,293,320
4/17,5024,1074,2060,748,40,12,304,65,14,264,1,29,31,1,177,0,137,12,157,29,136,14,16,20,2,22,14,1,2,15,230,3,298,8,92,2,27,273,12,436,357,301
4/18,5135,1109,2101,771,41,12,314,71,14,266,1,29,32,1,187,0,141,12,157,28,138,14,16,21,2,22,14,2,2,15,238,3,302,8,94,2,28,275,13,159,-12,272
4/19,5259,1127,2125,805,43,13,334,77,14,275,1,30,59,1,198,0,142,12,158,28,138,14,16,21,2,22,14,3,2,14,252,3,308,8,94,2,31,276,13,151,295,264
4/20,5360,1148,2152,840,44,14,338,78,14,281,1,34,61,1,207,0,141,12,161,28,140,14,16,21,2,22,14,3,2,14,255,3,311,8,94,2,34,277,13,122,197,257
4/21,5427,1176,2188,851,43,14,348,87,14,284,1,35,61,1,212,0,144,12,160,28,140,14,16,22,2,22,16,3,2,14,271,3,317,8,95,2,35,280,13,133,212,243
4/22,5532,1192,2216,879,45,16,365,88,14,291,1,35,63,1,233,0,146,12,160,28,144,14,16,22,2,22,16,4,2,14,280,3,320,9,96,2,41,282,13,134,259,225
4/23,5637,1212,2243,923,45,16,383,89,14,293,1,36,69,1,239,0,149,12,160,28,143,14,16,25,2,22,16,4,2,14,283,3,330,9,98,2,48,282,14,100,224,221
4/24,5739,1235,2297,976,46,17,399,90,15,296,1,39,70,1,250,0,150,12,161,28,144,14,16,29,2,22,17,4,2,14,287,3,345,10,101,2,50,284,14,137,342,221
4/25,5863,1244,2311,1015,46,17,405,91,15,297,1,39,72,1,251,0,150,12,160,28,144,14,16,29,2,22,19,4,2,14,299,3,347,9,100,2,52,288,14,123,202,222
4/26,5945,1263,2332,1034,46,17,409,93,15,308,1,39,75,1,256,0,152,12,164,28,147,14,16,29,2,23,20,4,2,14,305,3,347,9,100,2,55,287,14,103,165,225
4/27,6001,1293,2365,1046,46,17,415,96,17,313,1,39,75,1,265,0,155,12,168,28,148,15,16,29,2,23,21,4,2,14,308,3,350,9,100,2,57,293,14,79,156,225
4/28,6103,1306,2389,1082,47,17,422,98,18,317,1,41,77,1,276,0,155,12,168,28,148,14,16,29,2,23,21,4,2,14,322,3,353,9,104,2,62,294,14,76,228,235
4/29,6207,1322,2433,1128,47,18,430,108,18,321,1,45,78,1,279,0,159,12,168,28,149,14,17,29,2,23,22,4,2,14,329,3,357,9,105,2,67,302,14,60,257,227
4/30,6274,1339,2453,1203,47,18,461,113,18,327,1,47,79,1,309,0,163,12,169,28,150,15,17,29,2,25,21,4,2,14,337,3,367,9,106,2,76,305,14,77,310,228
5/1,6351,1376,2493,1272,48,18,494,114,18,328,1,53,82,1,348,0,169,12,169,28,150,15,17,29,2,25,21,4,2,14,345,3,366,9,111,2,87,312,14,100,366,229
5/2,6449,1393,2509,1296,48,18,518,118,19,328,1,53,82,1,363,0,170,12,169,28,150,15,18,29,2,26,21,4,2,14,354,3,369,9,111,2,88,316,14,63,182,243
5/3,6545,1414,2537,1372,48,18,532,120,18,336,1,59,84,1,377,0,180,12,169,28,150,14,18,29,2,26,21,4,2,14,357,3,372,9,113,2,92,317,14,52,277,241
5/4,6621,1433,2549,1389,48,18,537,125,19,337,1,60,84,1,379,0,180,12,168,28,150,14,17,29,2,26,21,4,2,14,364,3,373,9,113,2,93,318,14,37,132,237
5/5,6704,1454,2584,1449,49,18,548,137,19,341,1,62,95,1,387,0,179,12,172,28,151,15,18,29,2,26,21,4,2,14,379,3,379,9,116,2,96,324,14,61,311,244
5/6,6809,1496,2627,1547,49,18,550,139,19,342,1,62,98,1,401,0,179,13,173,28,154,15,19,30,2,28,21,4,2,14,389,3,380,9,115,2,97,328,14,53,326,248
5/7,6863,1510,2634,1579,49,18,559,140,19,347,1,64,102,1,404,0,180,13,172,28,154,15,19,30,2,28,21,8,2,14,391,3,381,9,115,3,97,329,15,69,157,244
5/8,6947,1539,2664,1686,49,18,575,143,19,346,1,65,107,1,408,0,181,14,173,29,155,17,19,30,2,28,22,9,2,15,397,3,381,9,117,3,99,330,15,56,286,240
5/9,7007,1562,2681,1781,49,18,577,148,19,351,1,66,112,1,412,0,181,13,174,29,155,18,19,30,2,28,25,9,2,15,401,3,382,9,121,3,99,333,15,40,217,241
5/10,7068,1582,2690,1864,49,18,586,149,19,352,1,66,114,1,420,0,183,13,174,29,156,40,20,30,2,28,25,9,2,15,402,3,384,9,121,4,103,338,15,38,231,245
5/11,7137,1593,2711,1916,50,18,588,150,19,362,1,66,114,1,422,0,183,13,174,29,156,40,21,32,2,29,30,9,2,15,406,3,385,9,122,4,106,340,15,57,208,249
5/12,7212,1604,2720,1946,50,18,595,153,19,377,1,66,116,1,422,0,185,13,176,29,156,40,22,33,2,30,29,9,2,15,411,3,387,9,122,4,105,341,16,73,182,246
5/13,7290,1626,2739,2002,50,18,605,163,19,380,1,68,120,1,427,0,185,13,176,29,157,39,22,32,2,30,31,9,2,15,416,3,393,9,123,4,105,343,16,110,261,246
5/14,7325,1636,2756,2052,50,18,615,170,21,382,1,68,124,1,433,0,185,14,176,29,157,47,22,32,2,30,35,9,2,15,423,3,393,9,122,4,105,344,16,125,178,237
