Date,King,Pierce,Snohomish,Yakima,Adams,Asotin,Benton,Chelan,Clallam,Clark,Columbia,Cowlitz,Douglas,Ferry,Franklin,Garfield,Grant,Grays_Harbor,Island,Jefferson,Kitsap,Kittitas,Klickitat,Lewis,Lincoln,Mason,Okanogan,Pacific,Pend_Oreille,San_Juan,Skagit,Skamania,Spokane,Stevens,Thurston,Wahkiakum,Walla_Walla,Whatcom,Whitman,Unassigned,New,Roll_avg
11/11,32473,12296,10617,12303,1030,428,6258,2122,294,5588,23,968,1270,38,5301,46,3537,827,467,103,1845,790,226,860,88,592,1143,164,170,41,1512,80,11615,380,2056,11,1598,1776,1952,468,3345,1271
11/12,33043,12547,10874,12354,1075,470,6290,2148,299,5722,23,990,1275,39,5317,46,3604,836,485,106,1887,792,230,897,93,602,1146,164,178,44,1540,80,11879,404,2143,11,1652,1822,1956,435,2142,1352
11/13,33816,12730,11158,12456,1096,487,6329,2162,303,5906,23,1018,1278,42,5354,49,3631,850,494,112,1930,799,234,908,100,616,1151,169,180,47,1572,85,12059,411,2238,11,1687,1842,1972,426,2233,1445
11/14,34415,13068,11298,12521,1122,505,6508,2171,313,5985,25,1030,1279,42,5470,51,3653,863,499,114,1965,807,234,922,105,620,1152,170,182,49,1621,84,12442,423,2274,11,1727,1890,2007,423,2309,1552
11/15,34892,13200,11468,12563,1130,511,6603,2172,321,6037,25,1033,1278,44,5521,51,3663,872,499,115,1993,807,235,931,107,622,1153,172,184,49,1643,85,12708,431,2295,11,1745,1914,2024,425,1492,1584
11/16,35669,13461,11692,12631,1147,518,6715,2186,335,6315,25,1090,1287,44,5579,52,3715,881,508,122,2045,815,236,954,122,632,1157,183,186,55,1670,86,12938,448,2363,12,1796,1942,2060,449,2589,1722
11/17,35897,13665,11798,12671,1162,520,6834,2190,341,6556,26,1104,1288,45,5645,52,3721,884,514,123,2048,816,237,956,122,633,1161,190,187,54,1672,86,13090,454,2401,12,1818,1940,2086,425,1303,1710
11/18,36471,13912,12002,12710,1200,526,6917,2196,358,6760,26,1114,1289,45,5683,52,3738,894,520,128,2076,816,237,981,126,640,1167,191,189,54,1687,87,13331,466,2444,12,1845,1983,2098,440,1987,1776
11/19,37113,14093,12173,12747,1232,535,6996,2201,362,7093,27,1132,1290,48,5753,52,3754,904,536,134,2100,851,239,997,127,649,1174,190,190,55,1711,87,13523,479,2494,14,1865,2002,2150,471,2132,1807
11/20,37631,14228,12337,12815,1243,537,7112,2210,377,7198,28,1152,1295,48,5813,52,3799,922,552,139,2122,867,239,1010,129,654,1184,192,192,56,1736,88,13668,490,2531,13,1882,2039,2193,487,1717,1804
11/21,37631,14228,12337,12815,1243,537,7112,2210,377,7198,28,1152,1295,48,5813,52,3799,922,552,139,2122,867,239,1010,129,654,1184,192,192,56,1736,88,13668,490,2531,13,1882,2039,2193,487,0,1933
11/22,39634,15077,12858,13035,1293,602,7354,2237,410,7438,30,1216,1309,50,5992,52,3940,935,575,146,2208,889,244,1062,140,681,1209,225,202,57,1790,92,14476,519,2640,16,1942,2120,2255,587,0,2069
11/23,40522,15370,13267,13224,1303,610,7501,2251,423,7744,30,1267,1311,53,6076,52,3983,956,585,149,2262,892,253,1095,144,701,1217,230,205,60,1854,100,15004,538,2720,17,2006,2208,2262,574,3482,2215
11/24,41414,15658,13548,13353,1310,617,7625,2280,427,8028,33,1315,1320,59,6179,52,4014,965,596,152,2317,901,254,1118,149,713,1222,236,213,61,1890,99,15324,591,2777,19,2063,2255,2281,478,2887,1973
11/25,42743,16143,13961,13485,1332,644,7824,2345,451,8286,36,1360,1351,63,6370,53,4087,987,613,159,2390,907,260,1145,155,736,1236,259,226,60,1954,102,15675,611,2900,28,2133,2324,2306,467,4261,2038
